RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
1	-2643274	-3650943	64.666667	-24	64:40:00N	24:00:00W	27WUM5681174695	NQ27-13	H	BNK		IC	00				N	isl			DRITVIKURGRUNN	Dritvíkurgrunn	Dritvikurgrunn	DRITVIKURGRUNN	Dritvíkurgrunn	Dritvikurgrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2645720	-3653647	65.833333	-19	65:50:00N	19:00:00W	27WWP9135302788	NQ27-11	T	RDGE		IC	00				N				HAKAMBAR	Hákambar	Hakambar	HAKAMBAR	Hákambar	Hakambar		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2654385	-3663249	66.333333	-19.166667	66:20:00N	19:10:00W	27WWP8211258268	NQ27-06	H	BNK		IC	00				N				TANGAR	Tangar	Tangar	TANGAR	Tangar	Tangar		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2650750	-3659161	63.7	-15.25	63:42:00N	15:15:00W	28VDR8764163609	NP27-03	H	BNK		IC	00				N				MYRAGRUNN	Mýragrunn	Myragrunn	MYRAGRUNN	Mýragrunn	Myragrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2648425	-3656642	65.916667	-15.366667	65:55:00N	15:22:00W	28WDU8330410670	NQ27-12	L	GRAZ		IC	00				N				KILAR	Kílar	Kilar	KILAR	Kílar	Kilar		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2655745	-3664736	65.75	-18.8	65:45:00N	18:48:00W	27WXN0081193810	NQ27-11	T	MT		IC	00				N				VESTURARDALSFJALL	Vesturárdalsfjall	Vesturardalsfjall	VESTURARDALSFJALL	Vesturárdalsfjall	Vesturardalsfjall		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2647445	-3655543	66.333333	-20.666667	66:20:00N	20:40:00W	27WWP1493157105	NQ27-06	U	VALU		IC	00				N	isl			HUNAFLOAALL	Húnaflóaáll	Hunafloaall	HUNAFLOAALL	Húnaflóaáll	Hunafloaall		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2647445	-3655544	66.333333	-20.666667	66:20:00N	20:40:00W	27WWP1493157105	NQ27-06	U	VALU		IC	00				V				HUNAFLOADJUP	Húnafloa Djúp	Hunafloa Djup	HUNAFLOADJUP	Húnafloa Djúp	Hunafloa Djup		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2645185	-3653059	63.966667	-21.766667	63:58:00N	21:46:00W	27VVL6245793525	NP27-01	T	PASS		IC	00				N	isl			GRINDARSKORDH	Grindarskörð	Grindarskordh	GRINDARSKORDH	Grindarskörð	Grindarskordh		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2651068	-3659536	65.333333	-22.666667	65:20:00N	22:40:00W	27WVN2239346631	NQ27-09	H	BAY		IC	00				V				NORDRFLOI	Nordr-Flói	Nordr-Floi	NORDRFLOI	Nordr-Flói	Nordr-Floi		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2651068	-3659516	65.333333	-22.666667	65:20:00N	22:40:00W	27WVN2239346631	NQ27-09	H	BAY		IC	00				N	isl			NORDHURFLOI	Norðurflói	Nordhurfloi	NORDHURFLOI	Norðurflói	Nordhurfloi		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2651068	-3659538	65.333333	-22.666667	65:20:00N	22:40:00W	27WVN2239346631	NQ27-09	H	BAY		IC	00				V				NORDURFLOI	Nordur Flói	Nordur Floi	NORDURFLOI	Nordur Flói	Nordur Floi		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2643532	-3651234	63.7	-24.25	63:42:00N	24:15:00W	26VPR3591766510	NP25-04	H	BNK		IC	00				N	isl			ELDEYJARBANKI	Eldeyjarbanki	Eldeyjarbanki	ELDEYJARBANKI	Eldeyjarbanki	Eldeyjarbanki		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2642297	-3649863	64.45	-21	64:27:00N	21:00:00W	27WWM0000047160	NQ27-14	V	HTH		IC	00				N	isl			BLASKOGAHEIDHI	Bláskógaheiði	Blaskogaheidhi	BLASKOGAHEIDHI	Bláskógaheiði	Blaskogaheidhi		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2654429	-3663294	66.383333	-22.05	66:23:00N	22:03:00W	27WVP5306263033	NQ27-05	H	BNK		IC	00				N	isl			THARALATURSGRUNN	Þaralátursgrunn	Tharalatursgrunn	THARALATURSGRUNN	Þaralátursgrunn	Tharalatursgrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2651772	-3660339	63.5	-22.85	63:30:00N	22:51:00W	27VVL0790942630	NP27-01	H	BNK		IC	00				N	isl			REYKJANESGRUNN	Reykjanesgrunn	Reykjanesgrunn	REYKJANESGRUNN	Reykjanesgrunn	Reykjanesgrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2641758	-3649254	66.433333	-16.883333	66:26:00N	16:53:00W	28WDU1598569478	NQ27-07	U	VALU		IC	00				N				AXARFJARDHARDJUP	Axarfjarðardjúp	Axarfjardhardjup	AXARFJARDHARDJUP	Axarfjarðardjúp	Axarfjardhardjup		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2642872	-3650505	64.583333	-22.866667	64:35:00N	22:52:00W	27WVM1061563334	NQ27-13	H	BNK		IC	00				V				BUDHABANKI	Búða Banki	Budha Banki	BUDHABANKI	Búða Banki	Budha Banki		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2642872	-3650501	64.583333	-22.866667	64:35:00N	22:52:00W	27WVM1061563334	NQ27-13	H	BNK		IC	00				V				BUDAGRUNN	Budagrunn	Budagrunn	BUDAGRUNN	Budagrunn	Budagrunn		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2642872	-3650502	64.583333	-22.866667	64:35:00N	22:52:00W	27WVM1061563334	NQ27-13	H	BNK		IC	00				V				BUDAGRUNNBANK	Budagrunn Bank	Budagrunn Bank	BUDAGRUNNBANK	Budagrunn Bank	Budagrunn Bank		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2642872	-3650503	64.583333	-22.866667	64:35:00N	22:52:00W	27WVM1061563334	NQ27-13	H	BNK		IC	00				V				BUDERBANKE	Buder-banke	Buder-banke	BUDERBANKE	Buder-banke	Buder-banke		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2642872	-3650507	64.583333	-22.866667	64:35:00N	22:52:00W	27WVM1061563334	NQ27-13	H	BNK		IC	00				N	isl			BUDHAGRUNN	Búðagrunn	Budhagrunn	BUDHAGRUNN	Búðagrunn	Budhagrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2641862	-3649374	66.25	-14	66:15:00N	14:00:00W	28WEU4494048135	NQ27-08	U	VALU		IC	00				V				BAKKAFLOIDYB	Bakkaflói-Dyb	Bakkafloi-Dyb	BAKKAFLOIDYB	Bakkaflói-Dyb	Bakkafloi-Dyb		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2641862	-3649372	66.25	-14	66:15:00N	14:00:00W	28WEU4494048135	NQ27-08	U	VALU		IC	00				N				BAKKAFLOADJUP	Bakkaflóadjúp	Bakkafloadjup	BAKKAFLOADJUP	Bakkaflóadjúp	Bakkafloadjup		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2641862	-3649366	66.25	-14	66:15:00N	14:00:00W	28WEU4494048135	NQ27-08	U	VALU		IC	00				V				BAKKAFJARDARDJUP	Bakkafjardardjup	Bakkafjardardjup	BAKKAFJARDARDJUP	Bakkafjardardjup	Bakkafjardardjup		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2649172	-3657447	64.65	-16.7	64:39:00N	16:42:00W	28WDS1879470538	NQ27-15	T	MTS		IC	00				V				KVERKMOUNTAINS	Kverk Mountains	Kverk Mountains	KVERKMOUNTAINS	Kverk Mountains	Kverk Mountains		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2649172	-3657441	64.65	-16.7	64:39:00N	16:42:00W	28WDS1879470538	NQ27-15	T	MTS		IC	00				N				KVERKFJOLL	Kverkfjöll	Kverkfjoll	KVERKFJOLL	Kverkfjöll	Kverkfjoll		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2649172	-3657446	64.65	-16.7	64:39:00N	16:42:00W	28WDS1879470538	NQ27-15	T	MTS		IC	00				V				KVERKJOLL	Kverkjöll	Kverkjoll	KVERKJOLL	Kverkjöll	Kverkjoll		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2652963	-3661672	66.416667	-17.583333	66:25:00N	17:35:00W	28WCU8469468737	NQ27-07	U	VALU		IC	00				N	isl		Djúp	SKJALFANDADJUP	Skjálfandadjúp	Skjalfandadjup	SKJALFANDADJUP	Skjálfandadjúp	Skjalfandadjup		1994-01-14	1,2,3,4,5	1			2015-07-21		
1	-2647523	-3655628	64.6	-13.233333	64:36:00N	13:14:00W	28WES8454565054	NQ27-16	T	ISL		IC	00				N				HVALBAKUR	Hvalbakur	Hvalbakur	HVALBAKUR	Hvalbakur	Hvalbakur		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2647523	-3655629	64.6	-13.233333	64:36:00N	13:14:00W	28WES8454565054	NQ27-16	T	ISL		IC	00				V				HVALBOKUR	Hvalbokur	Hvalbokur	HVALBOKUR	Hvalbokur	Hvalbokur		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2647523	-3655658	64.6	-13.233333	64:36:00N	13:14:00W	28WES8454565054	NQ27-16	T	ISL		IC	00				V				HVALSBAKUR	Hvalsbakur	Hvalsbakur	HVALSBAKUR	Hvalsbakur	Hvalsbakur		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2648225	-3656423	65.95	-20.55	65:57:00N	20:33:00W	27WWP2046414410	NQ27-10	U	SLPU		IC	00				N	isl			KANTURINN	Kanturinn	Kanturinn	KANTURINN	Kanturinn	Kanturinn		1995-09-06	1,2,3,4,5	1			1995-09-05		
1	-2652724	-3661401	66.1	-20.6	66:06:00N	20:36:00W	27WWP1808331114	NQ27-06	H	SHOL		IC	00				N	isl			SKALLARIF	Skallarif	Skallarif	SKALLARIF	Skallarif	Skallarif		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2645552	-3653462	66.533333	-22.833333	66:32:00N	22:50:00W	27WVP1854280554	NQ27-05	U	VALU		IC	00				N	isl		Áll	HAFNARALL	Hafnaráll	Hafnarall	HAFNARALL	Hafnaráll	Hafnarall		1994-01-14	1,2,3,4,5	1			2015-07-21		
1	-2646229	-3654206	64.933333	-19.866667	64:56:00N	19:52:00W	27WWN5357501505	NQ27-14	T	LAVA		IC	00				N				HELLUHRAUN	Helluhraun	Helluhraun	HELLUHRAUN	Helluhraun	Helluhraun		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2654324	-3663175	64.983333	-20.766667	64:59:00N	20:46:00W	27WWN1101006617	NQ27-14	H	STM		IC	00				N	isl			SYDHRIKVISL	Syðri-Kvísl	Sydhri-Kvisl	SYDHRIKVISL	Syðri-Kvísl	Sydhri-Kvisl		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2647040	-3655100	66.55	-22.95	66:33:00N	22:57:00W	27WVP1341882569	NQ27-05	H	BNK		IC	00				N	isl			HORNGRUNN	Horngrunn	Horngrunn	HORNGRUNN	Horngrunn	Horngrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2643127	-3650783	66.483333	-24.416667	66:29:00N	24:25:00W	26WPU1499976163	NQ25-08	H	BNK		IC	00				N	isl			DEILDARGRUNN	Deildargrunn	Deildargrunn	DEILDARGRUNN	Deildargrunn	Deildargrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2641527	-3649003	64.966667	-20.6	64:58:00N	20:36:00W	27WWN1888604799	NQ27-14	V	HTH		IC	00				N	isl			ARNARVATNSHEIDHI	Arnarvatnsheiði	Arnarvatnsheidhi	ARNARVATNSHEIDHI	Arnarvatnsheiði	Arnarvatnsheidhi		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2647863	-3656014	66.25	-20.333333	66:15:00N	20:20:00W	27WWP2996147936	NQ27-06	H	BNK		IC	00				N				INNRAGRUNN	Innragrunn	Innragrunn	INNRAGRUNN	Innragrunn	Innragrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2652551	-3661206	66.25	-18.833333	66:15:00N	18:50:00W	27WWP9735849461	NQ27-06	H	BNK		IC	00				N				SIGLUNESGRUNN	Siglunesgrunn	Siglunesgrunn	SIGLUNESGRUNN	Siglunesgrunn	Siglunesgrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2653051	-3661765	65.35	-24.2	65:21:00N	24:12:00W	26WPT3027550356	NQ27-09	H	BNK		IC	00				N	isl			SKORARGRUNN	Skorargrunn	Skorargrunn	SKORARGRUNN	Skorargrunn	Skorargrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2646803	-3653184	66.816667	-18.166667	66:49:00N	18:10:00W	27WXQ2443513772	NQ27-06	H	BNK		IC	00				V				GROVESBANK	Groves Bank	Groves Bank	GROVESBANK	Groves Bank	Groves Bank		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2646803	-3654843	66.816667	-18.166667	66:49:00N	18:10:00W	27WXQ2443513772	NQ27-06	H	BNK		IC	00				N				HOLL	Hóll	Holl	HOLL	Hóll	Holl		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2646803	-3654971	66.816667	-18.166667	66:49:00N	18:10:00W	27WXQ2443513772	NQ27-06	H	BNK		IC	00				V				HOLSGRUNN	Hólsgrunn	Holsgrunn	HOLSGRUNN	Hólsgrunn	Holsgrunn		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2654857	-3663767	65.466667	-21.566667	65:28:00N	21:34:00W	27WVN7374560583	NQ27-10	T	MT		IC	00				N	isl			THVERBRUN	Þverbrún	Thverbrun	THVERBRUN	Þverbrún	Thverbrun		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2654126	-3662958	65.883333	-18.833333	65:53:00N	18:50:00W	27WWP9877108611	NQ27-11	T	PK		IC	00				N				SVARTIHNUKUR	Svartihnúkur	Svartihnukur	SVARTIHNUKUR	Svartihnúkur	Svartihnukur		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2653856	-3662659	66.833333	-21.5	66:50:00N	21:30:00W	27WVQ7805012889	NQ27-05	H	BNK		IC	00				N	isl			STRANDAGRUNN	Strandagrunn	Strandagrunn	STRANDAGRUNN	Strandagrunn	Strandagrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	78497	96551	66.533333	-21.7	66:32:00N	21:42:00W	27WVP6889579533	NQ27-05	H	CHN		IC	00				N	isl		Áll	DRANGAALL	Drangaáll	Drangaall	DRANGAALL	Drangaáll	Drangaall		1995-08-07	1,2,3,4,5,6,7,8,9	1			1995-08-04		
1	78498	96552	66.383333	-21.616667	66:23:00N	21:37:00W	27WVP7243362774	NQ27-05	T	RK		IC	00				N	isl		Boði	ODHINSBODHI	Óðinsboði	Odhinsbodhi	ODHINSBODHI	Óðinsboði	Odhinsbodhi		1995-08-07	1,2,3,4,5,6,7,8,9	1			1995-08-04		
1	78500	96556	65.733333	-20.966667	65:44:00N	20:58:00W	27WWN0152990188	NQ27-10	H	RF		IC	00				N	isl		Grunn	FYLLUGRUNN	Fyllugrunn	Fyllugrunn	FYLLUGRUNN	Fyllugrunn	Fyllugrunn		1995-09-06	1,2,3,4,5,6,7,8,9	1			1995-09-05		
1	78505	96561	65.05	-13.2	65:03:00N	13:12:00W	28WET8471415234	NQ27-12	T	RK		IC	00				N			Boði	DIONUBODHI	Díönuboði	Dionubodhi	DIONUBODHI	Díönuboði	Dionubodhi		1995-08-07	1,2,3,4,5,6,7,8,9	1			1995-08-04		
1	83453	102948	66.183333	-19.583333	66:11:00N	19:35:00W	27WWP6383141067	NQ27-06	U	VALU		IC	00				N	isl		Djúp	FJALLSDJUP	Fjallsdjúp	Fjallsdjup	FJALLSDJUP	Fjallsdjúp	Fjallsdjup		1995-09-06	1,2,3,4,5	1			2015-07-21		
1	78506	96562	64.85	-13.433333	64:51:00N	13:26:00W	28WES7428792657	NQ27-16	T	RK		IC	00				N			Boði	NYIBODHI	Nýiboði	Nyibodhi	NYIBODHI	Nýiboði	Nyibodhi		1995-08-07	1,2,3,4,5,6,7,8,9	1			1995-08-04		
1	83325	102782	66.133333	-19.616667	66:08:00N	19:37:00W	27WWP6245335461	NQ27-06	U	VALU		IC	00				N	isl		Áll	SKAGAFJARDHARALL	Skagafjarðaráll	Skagafjardharall	SKAGAFJARDHARALL	Skagafjarðaráll	Skagafjardharall		1995-09-06	1,2,3,4,5	1			2015-07-21		
1	83824	103428	66.233333	-23.9	66:14:00N	23:54:00W	27WUP6962048939	NQ27-05	H	BNK		IC	00				N	isl			MISDYPI	Misdýpi	Misdypi	MISDYPI	Misdýpi	Misdypi		1995-09-06	1,2,3,4,5	1			1995-09-05		
1	159490	194729	64.745833	-13.514722	64:44:45N	13:30:53W	28WES7070180958	NQ27-16	T	RK		IC	00				N			Boði	ALFTINDSBODHI	Álftindsboði	Alftindsbodhi	ALFTINDSBODHI	Álftindsboði	Alftindsbodhi		1996-04-16	1,2,3	1			1996-04-11		
1	159497	194736	64.760278	-13.525556	64:45:37N	13:31:32W	28WES7014782555	NQ27-16	T	RK		IC	00				N				FERABAKUR	Ferabakur	Ferabakur	FERABAKUR	Ferabakur	Ferabakur		1996-04-16	1,2,3	1			1996-04-11		
1	159499	194738	64.769167	-13.429167	64:46:09N	13:25:45W	28WES7470883656	NQ27-16	T	RK		IC	00				N				GRILLIR	Grillir	Grillir	GRILLIR	Grillir	Grillir		1996-04-16	1,2,3	1			1996-04-11		
1	6261162	6291078	64.166667	-21.666667	64:10:00N	21:40:00W	27WVM6758715756	NQ27-13	A	ADM1		IC	39				V				CAPITALREGION	Capital Region	Capital Region	CAPITALREGION	Capital Region	Capital Region		2004-03-11	1,2,3,4,5,6,7				2004-03-11		
1	6261162	6291077	64.166667	-21.666667	64:10:00N	21:40:00W	27WVM6758715756	NQ27-13	A	ADM1		IC	39				N	isl			HOFUDHBORGARSVAEDHI	Höfuðborgarsvæði	Hofudhborgarsvaedhi	HOFUDHBORGARSVAEDHI	Höfuðborgarsvæði	Hofudhborgarsvaedhi		2004-03-11	1,2,3,4,5,6,7	1			2004-03-11		
1	6261165	6291082	65.666667	-22.5	65:40:00N	22:30:00W	27WVN3103883579	NQ27-09	A	ADM1		IC	44				N	isl			VESTFIRDHIR	Vestfirðir	Vestfirdhir	VESTFIRDHIR	Vestfirðir	Vestfirdhir		2004-03-11	1,2,3,4,5,6,7	1			2004-03-11		
1	6261165	15009010	65.666667	-22.5	65:40:00N	22:30:00W	27WVN3103883579	NQ27-09	A	ADM1		IC	44				V				WESTFJORDS	Westfjords	Westfjords	WESTFJORDS	Westfjords	Westfjords		2004-03-11	1,2,3,4,5,6,7				2014-06-04		
1	6261167	6291084	65.5	-17	65:30:00N	17:00:00W	28WDT0746665650	NQ27-11	A	ADM1		IC	40				N				NORDHURLANDEYSTRA	Norðurland Eystra	Nordhurland Eystra	NORDHURLANDEYSTRA	Norðurland Eystra	Nordhurland Eystra		2004-03-11	1,2,3,4,5,6,7	1			2004-03-11		
1	6261167	15009011	65.5	-17	65:30:00N	17:00:00W	28WDT0746665650	NQ27-11	A	ADM1		IC	40				V				NORTHEAST	Northeast	Northeast	NORTHEAST	Northeast	Northeast		2004-03-11	1,2,3,4,5,6,7				2014-06-04		
1	6261169	15009009	64	-19	64:00:00N	19:00:00W	27WWL9781298549	NQ27-14	A	ADM1		IC	42				V				SOUTH	South	South	SOUTH	South	South		2004-03-11	1,2,3,4,5,6,7				2014-06-04		
1	6261166	15009012	65.333333	-20	65:20:00N	20:00:00W	27WWN4656745974	NQ27-10	A	ADM1		IC	41				V				NORTHWEST	Northwest	Northwest	NORTHWEST	Northwest	Northwest		2004-03-11	1,2,3,4,5,6,7				2014-06-04		
1	-2648822	-3657078	64.833333	-24.333333	64:50:00N	24:20:00W	26WPS2650592545	NQ25-16	U	VALU		IC	00				N	isl			KOLLUALL	Kolluáll	Kolluall	KOLLUALL	Kolluáll	Kolluall		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	161469	197491	65.369444	-13.515556	65:22:10N	13:30:56W	28WET6902850442	NQ27-12	H	BNK		IC	00				N			Klettur	HUSAVIKURKLETTUR	Húsavíkurklettur	Husavikurklettur	HUSAVIKURKLETTUR	Húsavíkurklettur	Husavikurklettur		1996-04-16	1,2,3	1			1996-04-11		
1	-2653235	-3661969	66.466667	-22.233333	66:28:00N	22:14:00W	27WVP4505172470	NQ27-05	U	VALU		IC	00				N	isl		Áll	SMIDHJUVIKURALL	Smiðjuvíkuráll	Smidhjuvikurall	SMIDHJUVIKURALL	Smiðjuvíkuráll	Smidhjuvikurall		1994-01-14	1,2,3,4,5	1			2015-07-21		
1	-2649490	-3657791	66.466667	-14.65	66:28:00N	14:39:00W	28WEU1559471971	NQ27-07	H	BNK		IC	00				V				LANGANESGRUNN	Langanesgrunn	Langanesgrunn	LANGANESGRUNN	Langanesgrunn	Langanesgrunn		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2649490	-3657790	66.466667	-14.65	66:28:00N	14:39:00W	28WEU1559471971	NQ27-07	H	BNK		IC	00				N				LANGANESFLAK	Langanesflak	Langanesflak	LANGANESFLAK	Langanesflak	Langanesflak		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2648987	-3657249	64.933333	-20.816667	64:56:00N	20:49:00W	27WWN0866701037	NQ27-14	H	LK		IC	00				N	isl			KROKAVATN	Krókavatn	Krokavatn	KROKAVATN	Krókavatn	Krokavatn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2644118	-3651893	66.25	-19.3	66:15:00N	19:18:00W	27WWP7639448814	NQ27-06	H	BNK		IC	00				N				FLJOTAGRUNN	Fljótagrunn	Fljotagrunn	FLJOTAGRUNN	Fljótagrunn	Fljotagrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2644415	-3652209	63.716667	-23.183333	63:43:00N	23:11:00W	27VUL9214467285	NP27-01	T	RKS		IC	00				N	isl			FUGLASKER	Fuglasker	Fuglasker	FUGLASKER	Fuglasker	Fuglasker		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2651581	-3660112	65.433333	-24.2	65:26:00N	24:12:00W	26WPT2986259637	NQ27-09	H	BNK		IC	00				N	isl			RAUDHASANDSGRUNN	Rauðasandsgrunn	Raudhasandsgrunn	RAUDHASANDSGRUNN	Rauðasandsgrunn	Raudhasandsgrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2654994	-3663913	66.416667	-17.166667	66:25:00N	17:10:00W	28WDU0328568030	NQ27-07	H	BNK		IC	00				N				TJORNESGRUNN	Tjörnesgrunn	Tjornesgrunn	TJORNESGRUNN	Tjörnesgrunn	Tjornesgrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2650542	-3658936	64.966667	-20.433333	64:58:00N	20:26:00W	27WWN2675504860	NQ27-14	H	LK		IC	00				N				MJOAVATN	Mjóavatn	Mjoavatn	MJOAVATN	Mjóavatn	Mjoavatn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2652641	-3661304	66.466667	-20	66:28:00N	20:00:00W	27WWP4455472284	NQ27-06	H	BNK		IC	00				N				SKAGAGRUNN	Skagagrunn	Skagagrunn	SKAGAGRUNN	Skagagrunn	Skagagrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2646257	-3654244	65.833333	-13.5	65:50:00N	13:30:00W	28WEU6851902151	NQ27-12	U	VALU		IC	00				V				HERADSJUP	Héradsjúp	Heradsjup	HERADSJUP	Héradsjúp	Heradsjup		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2646257	-3654239	65.833333	-13.5	65:50:00N	13:30:00W	28WEU6851902151	NQ27-12	U	VALU		IC	00				N				HERADHSFLOADJUP	Héraðsflóadjúp	Heradhsfloadjup	HERADHSFLOADJUP	Héraðsflóadjúp	Heradhsfloadjup		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	-2646257	-3654454	65.833333	-13.5	65:50:00N	13:30:00W	28WEU6851902151	NQ27-12	U	VALU		IC	00				V				HJERADSFLOIDYB	Hjeradsflói-Dyb	Hjeradsfloi-Dyb	HJERADSFLOIDYB	Hjeradsflói-Dyb	Hjeradsfloi-Dyb		1994-01-14	1,2,3,4,5				1993-09-01		
1	-2643179	-3650845	66.4	-23.616667	66:24:00N	23:37:00W	27WUP8312966942	NQ27-05	U	VALU		IC	00				N	isl			DJUPALL	Djúpáll	Djupall	DJUPALL	Djúpáll	Djupall		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	84604	104381	65.866667	-24.25	65:52:00N	24:15:00W	26WPU2543207796	NQ27-09	H	CHNM		IC	00				N	isl		Áll	ARNARFJARDHARALL	Arnarfjarðaráll	Arnarfjardharall	ARNARFJARDHARALL	Arnarfjarðaráll	Arnarfjardharall		1995-09-06	1,2,3,4,5	1			1995-09-05		
1	6261168	15007209	65	-15	65:00:00N	15:00:00W	28WET0000008455	NQ27-12	A	ADM1		IC	38				V				EAST	East	East	EAST	East	East		2004-03-09	1,2,3,4,5,6,7				2014-06-03		
1	-2645665	-3653590	66.233333	-19.116667	66:14:00N	19:07:00W	27WWP8468647192	NQ27-06	U	VALU		IC	00				N	isl		Djúp	HAGANESDJUP	Haganesdjúp	Haganesdjup	HAGANESDJUP	Haganesdjúp	Haganesdjup		1994-01-14	1,2,3,4,5	1			2015-07-21		
1	-2648787	-3657031	66.45	-20.916667	66:27:00N	20:55:00W	27WWP0371570072	NQ27-05	H	BNK		IC	00				N	isl			KOLKUGRUNN	Kolkugrunn	Kolkugrunn	KOLKUGRUNN	Kolkugrunn	Kolkugrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	185713	230894	65.733333	-20.95	65:44:00N	20:57:00W	27WWN0229390188	NQ27-10	T	RKS		IC	00				N	isl		Boði	TJARNARBODHI	Tjarnarboði	Tjarnarbodhi	TJARNARBODHI	Tjarnarboði	Tjarnarbodhi		1996-09-06	1,2,3	1			1996-09-05		
1	-2645145	-3653016	66.4	-18.05	66:24:00N	18:03:00W	27WXP3175067605	NQ27-06	H	BNK		IC	00				N				GRIMSEYJARGRUNN	Grímseyjargrunn	Grimseyjargrunn	GRIMSEYJARGRUNN	Grímseyjargrunn	Grimseyjargrunn		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	83106	102511	65.616667	-21.1	65:37:00N	21:06:00W	27WVN9539377187	NQ27-10	H	CHN		IC	00				N	isl		Renna	BURFELLSRENNA	Búrfellsrenna	Burfellsrenna	BURFELLSRENNA	Búrfellsrenna	Burfellsrenna		1995-09-06	1,2,3,4,5	1			1995-09-05		
1	-2648608	-3656835	64.566667	-20.483333	64:34:00N	20:29:00W	27WWM2475860263	NQ27-14	T	PK		IC	00				N	isl			KLAKKUR	Klakkur	Klakkur	KLAKKUR	Klakkur	Klakkur		1994-01-14	1,2,3,4,5	1			1993-09-01		
1	78508	96564	64.7	-13.416667	64:42:00N	13:25:00W	28WES7549575964	NQ27-16	H	SHOL		IC	00				N				NAGGUR	Naggur	Naggur	NAGGUR	Naggur	Naggur		1995-08-07	1,2,3,4,5,6,7,8,9	1			1995-08-04		
