RC	UFI	UNI	LAT	LONG	DMS_LAT	DMS_LONG	MGRS	JOG	FC	DSG	PC	CC1	ADM1	POP	ELEV	CC2	NT	LC	SHORT_FORM	GENERIC	SORT_NAME_RO	FULL_NAME_RO	FULL_NAME_ND_RO	SORT_NAME_RG	FULL_NAME_RG	FULL_NAME_ND_RG	NOTE	MODIFY_DATE	DISPLAY	NAME_RANK	NAME_LINK	TRANSL_CD	NM_MODIFY_DATE	F_EFCTV_DT	F_TERM_DT
1	10705859	11455030	63.445933	-20.285745	63:26:45N	20:17:09W	27VWL3562535474	NP27-02	T	VAL		IC	42				N				BOTN	Botn	Botn	BOTN	Botn	Botn		2011-02-09	1,2,3	1			2010-03-15		
1	-2643742	-3651481	64.490716	-18.910898	64:29:27N	18:54:39W	27WXM0037353350	NQ27-14	H	BOG		IC	42				N				EYVAFEN	Eyvafen	Eyvafen	EYVAFEN	Eyvafen	Eyvafen		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643736	-3651475	64.463151	-19.108727	64:27:47N	19:06:31W	27WWM9096249981	NQ27-14	H	BOG		IC	42				N				EYSTRIMIKLALAEKJARBOTNAR	Eystri-Miklalækjarbotnar	Eystri-Miklalaekjarbotnar	EYSTRIMIKLALAEKJARBOTNAR	Eystri-Miklalækjarbotnar	Eystri-Miklalaekjarbotnar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643662	-3651398	63.447737	-19.29174	63:26:52N	19:17:30W	27VWL8519236613	NP27-02	H	BOG		IC	42				N				EYJARMYRI	Eyjarmýri	Eyjarmyri	EYJARMYRI	Eyjarmýri	Eyjarmyri		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2644929	-3652779	64.305349	-19.309071	64:18:19N	19:18:33W	27WWM8179632129	NQ27-14	T	CLF		IC	42				N				GLJUFURLEIT	Gljúfurleit	Gljufurleit	GLJUFURLEIT	Gljúfurleit	Gljufurleit		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2641376	-3648839	63.434481	-18.425753	63:26:04N	18:25:33W	27VXL2842536580	NP27-02	T	CLF		IC	42				N				ALVIDHRUHAMRAR	Alviðruhamrar	Alvidhruhamrar	ALVIDHRUHAMRAR	Alviðruhamrar	Alvidhruhamrar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2653222	-3661956	63.465863	-18.383966	63:27:57N	18:23:02W	27VXL3036640159	NP27-02	T	DUNE		IC	42				N				SMALASKALAROF	Smalaskálarof	Smalaskalarof	SMALASKALAROF	Smalaskálarof	Smalaskalarof		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649458	-3657755	63.464263	-18.412478	63:27:51N	18:24:45W	27VXL2895339923	NP27-02	T	DUNE		IC	42				N				LANGABOT	Langabót	Langabot	LANGABOT	Langabót	Langabot		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651590	-3660121	64.018027	-19.342428	64:01:05N	19:20:33W	27WWM8101600077	NQ27-14	H	FLLS		IC	42				N				RAUDHFOSS	Rauðfoss	Raudhfoss	RAUDHFOSS	Rauðfoss	Raudhfoss		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648549	-3656773	64.392362	-19.107921	64:23:33N	19:06:29W	27WWM9123542096	NQ27-14	H	FLLS		IC	42				N				KJALKAVERSFOSS	Kjálkaversfoss	Kjalkaversfoss	KJALKAVERSFOSS	Kjálkaversfoss	Kjalkaversfoss		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2647183	-3655254	64.18695	-19.247894	64:11:13N	19:14:52W	27WWM8511819019	NQ27-14	H	FLLS		IC	42				N				HRAUNEYJAFOSS	Hrauneyjafoss	Hrauneyjafoss	HRAUNEYJAFOSS	Hrauneyjafoss	Hrauneyjafoss		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2653334	-3662082	64.551181	-18.768998	64:33:04N	18:46:08W	27WXM0695160317	NQ27-14	T	FORD		IC	42				N				SOLEYJARHOFDHAVADH	Sóleyjarhöfðavað	Soleyjarhofdhavadh	SOLEYJARHOFDHAVADH	Sóleyjarhöfðavað	Soleyjarhofdhavadh		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642155	-3649703	64.112831	-19.100697	64:06:46N	19:06:03W	27WWM9251410967	NQ27-14	T	FORD		IC	42				N				BJALLAVADH	Bjallavað	Bjallavadh	BJALLAVADH	Bjallavað	Bjallavadh		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2653703	-3662485	63.472767	-19.019283	63:28:22N	19:01:09W	27VWL9869139792	NP27-02	S	FRM		IC	42				N				STORAHEIDHI	Stóraheiði	Storaheidhi	STORAHEIDHI	Stóraheiði	Storaheidhi		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2656088	-3665126	63.768604	-18.119432	63:46:07N	18:07:10W	27VXL4202274433	NP27-02	S	FRM		IC	42				N				YTRIDALBAER	Ytri-Dalbær	Ytri-Dalbaer	YTRIDALBAER	Ytri-Dalbær	Ytri-Dalbaer		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2656154	-3665195	63.7821	-18.013332	63:46:56N	18:00:48W	27VXL4718076176	NP27-02	S	FRM		IC	42				N				YTRITUNGA	Ytritunga	Ytritunga	YTRITUNGA	Ytritunga	Ytritunga		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2656143	-3665184	63.527256	-19.491009	63:31:38N	19:29:28W	27VWL7504745221	NP27-02	S	FRM		IC	42				N				YTRISKOGAR	Ytriskógar	Ytriskogar	YTRISKOGAR	Ytriskógar	Ytriskogar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655308	-3658590	63.576753	-18.265061	63:34:36N	18:15:54W	27VXL3576052754	NP27-02	S	FRM		IC	42				V				MELHOLL	Melhóll	Melholl	MELHOLL	Melhóll	Melholl		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2655308	-3664255	63.576753	-18.265061	63:34:36N	18:15:54W	27VXL3576052754	NP27-02	S	FRM		IC	42				N				UNDIRHRAUN	Undirhraun	Undirhraun	UNDIRHRAUN	Undirhraun	Undirhraun		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2656060	-3665096	63.713696	-18.009631	63:42:49N	18:00:35W	27VXL4771968568	NP27-02	S	FRM		IC	42				N				YTRAHRAUN	Ytrahraun	Ytrahraun	YTRAHRAUN	Ytrahraun	Ytrahraun		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654349	-3663201	63.769344	-17.953976	63:46:10N	17:57:14W	28VCR5436474681	NP27-03	S	FRM		IC	42				N				SYDHRIVIK	Syðrivík	Sydhrivik	SYDHRIVIK	Syðrivík	Sydhrivik		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654339	-3663190	63.643471	-17.988363	63:38:36N	17:59:18W	28VCR5201460745	NP27-03	S	FRM		IC	42				N				SYDHRISTEINSMYRI	Syðri-Steinsmýri	Sydhri-Steinsmyri	SYDHRISTEINSMYRI	Syðri-Steinsmýri	Sydhri-Steinsmyri		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654315	-3663165	63.616667	-18.016667	63:37:00N	18:01:00W	27VXL4787757749	NP27-02	S	FRM		IC	42				N				SYDHRIHOLL	Syðri-Hóll	Sydhri-Holl	SYDHRIHOLL	Syðri-Hóll	Sydhri-Holl		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654306	-3663154	63.617898	-17.993922	63:37:04N	17:59:38W	28VCR5160557911	NP27-03	S	FRM		IC	42				N				SYDHRIFLJOTAR	Syðrifljótar	Sydhrifljotar	SYDHRIFLJOTAR	Syðrifljótar	Sydhrifljotar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654194	-3662140	63.724358	-18.441924	63:43:28N	18:26:31W	27VXL2632768828	NP27-02	S	FRM		IC	42				V				SPINADALUR	Spinadalur	Spinadalur	SPINADALUR	Spinadalur	Spinadalur		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2654194	-3663034	63.724358	-18.441924	63:43:28N	18:26:31W	27VXL2632768828	NP27-02	S	FRM		IC	42				N				SVINADALUR	Svínadalur	Svinadalur	SVINADALUR	Svínadalur	Svinadalur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643741	-3651480	63.78205	-18.011013	63:46:55N	18:00:40W	27VXL4729576176	NP27-02	S	FRM		IC	42				N				EYSTRITUNGA	Eystritunga	Eystritunga	EYSTRITUNGA	Eystritunga	Eystritunga		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643739	-3651478	63.524221	-19.448355	63:31:27N	19:26:54W	27VWL7717644934	NP27-02	S	FRM		IC	42				N				EYSTRISKOGAR	Eystriskógar	Eystriskogar	EYSTRISKOGAR	Eystriskógar	Eystriskogar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643817	-3651556	63.761198	-17.916325	63:45:40N	17:54:59W	28VCR5617873688	NP27-03	S	FRM		IC	42				N				FAGURHLIDH	Fagurhlíð	Fagurhlidh	FAGURHLIDH	Fagurhlíð	Fagurhlidh		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643797	-3651536	63.427457	-18.91996	63:25:39N	18:55:12W	27VXL0380234902	NP27-02	S	FRM		IC	42				N				FAGRIDALUR	Fagridalur	Fagridalur	FAGRIDALUR	Fagridalur	Fagridalur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643336	-3650947	63.409207	-19.116291	63:24:33N	19:06:59W	27VWL9406632566	NP27-02	T	HDLD		IC	42				V				DRYHOLAEY	Dryhólaey	Dryholaey	DRYHOLAEY	Dryhólaey	Dryholaey		2011-02-09	1,2,3,4,5,6,7,8,9				1993-09-01		
1	-2643336	-3659998	63.409207	-19.116291	63:24:33N	19:06:59W	27VWL9406632566	NP27-02	T	HDLD		IC	42				V				PORTLAND	Portland	Portland	PORTLAND	Portland	Portland		2011-02-09	1,2,3,4,5,6,7,8,9				1993-09-01		
1	-2643336	-3651021	63.409207	-19.116291	63:24:33N	19:06:59W	27VWL9406632566	NP27-02	T	HDLD		IC	42				V				DYRHOLMAR	Dyrhólmar	Dyrholmar	DYRHOLMAR	Dyrhólmar	Dyrholmar		2011-02-09	1,2,3,4,5,6,7,8,9				1993-09-01		
1	-2643336	-3651017	63.409207	-19.116291	63:24:33N	19:06:59W	27VWL9406632566	NP27-02	T	HDLD		IC	42				N				DYRHOLAEY	Dyrhólaey	Dyrholaey	DYRHOLAEY	Dyrhólaey	Dyrholaey		2011-02-09	1,2,3,4,5,6,7,8,9	1			1993-09-01		
1	-2655273	-3664220	63.638234	-18.264958	63:38:18N	18:15:54W	27VXL3547359601	NP27-02	T	HLL		IC	42				N				TVIVORDHUSKER	Tvívörðusker	Tvivordhusker	TVIVORDHUSKER	Tvívörðusker	Tvivordhusker		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2656027	-3665051	63.65	-18.233333	63:39:00N	18:14:00W	27VXL3698260978	NP27-02	T	HLL		IC	42				N				VORDHUSKER	Vörðusker	Vordhusker	VORDHUSKER	Vörðusker	Vordhusker		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2655169	-3664104	64.166667	-19.15	64:10:00N	19:09:00W	27WWM8993816894	NQ27-14	T	HLL		IC	42				N				TUNGNAARKROKUR	Tungnaárkrókur	Tungnaarkrokur	TUNGNAARKROKUR	Tungnaárkrókur	Tungnaarkrokur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650698	-3659103	64.53761	-19.17459	64:32:15N	19:10:29W	27WWM8755658183	NQ27-14	T	MTS		IC	42				N				MULAR	Múlar	Mular	MULAR	Múlar	Mular		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650596	-3658999	63.991103	-19.244379	63:59:28N	19:14:40W	27VWL8589097206	NP27-02	T	MTS		IC	42				N				MOGILSHOFDHAR	Mógilshöfðar	Mogilshofdhar	MOGILSHOFDHAR	Mógilshöfðar	Mogilshofdhar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654577	-3663301	64.175627	-18.919539	64:10:32N	18:55:10W	27WXM0110718238	NQ27-14	T	PK		IC	42				V				THARISTINDUR	Þáristindur	Tharistindur	THARISTINDUR	Þáristindur	Tharistindur		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2654577	-3663466	64.175627	-18.919539	64:10:32N	18:55:10W	27WXM0110718238	NQ27-14	T	PK		IC	42				N				THORISTINDUR	Þóristindur	Thoristindur	THORISTINDUR	Þóristindur	Thoristindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651272	-3659754	63.692247	-18.886225	63:41:32N	18:53:10W	27VXL0451164450	NP27-02	T	PK		IC	42				N				OLAFSHAUS	Ólafshaus	Olafshaus	OLAFSHAUS	Ólafshaus	Olafshaus		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651210	-3659679	63.848651	-19.185291	63:50:55N	19:11:07W	27VWL8923281418	NP27-02	T	PK		IC	42				N				OFAERA	Ófæra	Ofaera	OFAERA	Ófæra	Ofaera		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651324	-3659812	64.381934	-19.275561	64:22:55N	19:16:32W	27WWM8318540704	NQ27-14	T	PK		IC	42				N				ORAEFAHNUKUR	Öræfahnúkur	Oraefahnukur	ORAEFAHNUKUR	Öræfahnúkur	Oraefahnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648934	-3657190	64.013144	-19.471658	64:00:47N	19:28:18W	27WWL7471499375	NQ27-14	T	PK		IC	42				V				KRAKALINDUR	Krakalindur	Krakalindur	KRAKALINDUR	Krakalindur	Krakalindur		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2648934	-3657195	64.013144	-19.471658	64:00:47N	19:28:18W	27WWL7471499375	NQ27-14	T	PK		IC	42				N				KRAKATINDUR	Krakatindur	Krakatindur	KRAKATINDUR	Krakatindur	Krakatindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2647998	-3656178	63.555787	-18.962632	63:33:21N	18:57:45W	27VXL0121849127	NP27-02	T	PK		IC	42				N				JOKULSHOFUDH	Jökulshöfuð	Jokulshofudh	JOKULSHOFUDH	Jökulshöfuð	Jokulshofudh		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648607	-3656834	64.574756	-19.273175	64:34:29N	19:16:23W	27WWM8271662189	NQ27-14	T	PK		IC	42				N				KLAKKUR	Klakkur	Klakkur	KLAKKUR	Klakkur	Klakkur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2647104	-3655172	63.494063	-19.039181	63:29:39N	19:02:21W	27VWL9762742133	NP27-02	T	PK		IC	42				N				HRAFNATINDUR	Hrafnatindur	Hrafnatindur	HRAFNATINDUR	Hrafnatindur	Hrafnatindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645952	-3653899	63.941654	-19.055879	63:56:30N	19:03:21W	27VWL9527891965	NP27-02	T	PK		IC	42				N				HATTUR	Hattur	Hattur	HATTUR	Hattur	Hattur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645937	-3653884	63.893564	-19.122162	63:53:37N	19:07:20W	27VWL9218886511	NP27-02	T	PK		IC	42				N				HASKERDHINGUR	Háskerðingur	Haskerdhingur	HASKERDHINGUR	Háskerðingur	Haskerdhingur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2641511	-3648985	63.459725	-19.01575	63:27:35N	19:00:57W	27VWL9891238345	NP27-02	T	PK		IC	42				N				ARNARSTAKKUR	Arnarstakkur	Arnarstakkur	ARNARSTAKKUR	Arnarstakkur	Arnarstakkur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643628	-3651346	63.705745	-19.190537	63:42:21N	19:11:26W	27VWL8942565491	NP27-02	T	PK		IC	42				N				ETNA	Etna	Etna	ETNA	Etna	Etna		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2653017	-3661730	63.575624	-18.433485	63:34:32N	18:26:01W	27VXL2740852282	NP27-02	T	PLN		IC	42				N				SKOGARHOLMUR	Skógarhólmur	Skogarholmur	SKOGARHOLMUR	Skógarhólmur	Skogarholmur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2642049	-3649585	63.569099	-18.066289	63:34:09N	18:03:59W	27VXL4566152339	NP27-02	T	PLN		IC	42				N				BERAFLODH	Beraflóð	Beraflodh	BERAFLODH	Beraflóð	Beraflodh		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651489	-3660008	63.483333	-19.316667	63:29:00N	19:19:00W	27VWL8384540545	NP27-02	H	PND		IC	42				N				PRESTAPOLLUR	Prestapollur	Prestapollur	PRESTAPOLLUR	Prestapollur	Prestapollur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2654908	-3663819	63.504604	-18.375252	63:30:17N	18:22:31W	27VXL3062344491	NP27-02	P	PPL		IC	42				V				THYKKVABEJARKLAUSTUR	Þykkvabejarklaustur	Thykkvabejarklaustur	THYKKVABEJARKLAUSTUR	Þykkvabejarklaustur	Thykkvabejarklaustur		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2654908	-3663821	63.504604	-18.375252	63:30:17N	18:22:31W	27VXL3062344491	NP27-02	P	PPL		IC	42				V				THYKKVIBAER	Þykkvibær	Thykkvibaer	THYKKVIBAER	Þykkvibær	Thykkvibaer		2011-02-09	1,2,3,4,5				1993-09-01		
1	-2654908	-3663818	63.504604	-18.375252	63:30:17N	18:22:31W	27VXL3062344491	NP27-02	P	PPL		IC	42				N				THYKKVABAEJARKLAUSTUR	Þykkvabæjarklaustur	Thykkvabaejarklaustur	THYKKVABAEJARKLAUSTUR	Þykkvabæjarklaustur	Thykkvabaejarklaustur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2641438	-3648905	63.828093	-20.005268	63:49:41N	20:00:19W	27VWL4895278240	NP27-02	T	LAVA		IC	42				N				ARHOLT	Árholt	Arholt	ARHOLT	Árholt	Arholt		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643541	-3651245	63.870644	-20.016898	63:52:14N	20:01:01W	27VWL4830682972	NP27-02	T	LAVA		IC	42				N				ELDIVIDHARHRAUN	Eldiviðarhraun	Eldividharhraun	ELDIVIDHARHRAUN	Eldiviðarhraun	Eldividharhraun		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651579	-3660109	64.436848	-19.538551	64:26:13N	19:32:19W	27WWM7036046504	NQ27-14	H	LBED		IC	42				N				RAUDHARLEIRAR	Rauðárleirar	Raudharleirar	RAUDHARLEIRAR	Rauðárleirar	Raudharleirar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649724	-3658044	64.407217	-19.618707	64:24:26N	19:37:07W	27WWM6657343117	NQ27-14	H	LBED		IC	42				N				LEIRARLEIRAR	Leirárleirar	Leirarleirar	LEIRARLEIRAR	Leirárleirar	Leirarleirar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2646989	-3655039	63.542998	-19.737628	63:32:35N	19:44:15W	27VWL6274946710	NP27-02	H	LGN		IC	42				N				HOLTSOS	Holtsós	Holtsos	HOLTSOS	Holtsós	Holtsos		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2652101	-3660708	64.430074	-20.177825	64:25:48N	20:10:40W	27WWM3959445196	NQ27-14	H	LK		IC	42				N				SANDVATN	Sandvatn	Sandvatn	SANDVATN	Sandvatn	Sandvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2652490	-3661129	63.974664	-19.910647	63:58:29N	19:54:38W	27VWL5332994646	NP27-02	H	LK		IC	42				N				SELVATN	Selvatn	Selvatn	SELVATN	Selvatn	Selvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2652181	-3660796	64.066667	-19.666667	64:04:00N	19:40:00W	27WWM6505705124	NQ27-14	H	LK		IC	42				N				SAUDHAFELLSVATN	Sauðafellsvatn	Saudhafellsvatn	SAUDHAFELLSVATN	Sauðafellsvatn	Saudhafellsvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649643	-3657953	64.233308	-20.111321	64:14:00N	20:06:41W	27WWM4310323314	NQ27-14	H	LK		IC	42				N				LAUNVATN	Launvatn	Launvatn	LAUNVATN	Launvatn	Launvatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645019	-3652874	64.4	-19.6	64:24:00N	19:36:00W	27WWM6749242332	NQ27-14	H	LK		IC	42				N				GRAENAVATN	Grænavatn	Graenavatn	GRAENAVATN	Grænavatn	Graenavatn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645676	-3653584	64.47827	-20.287212	64:28:42N	20:17:14W	27WWM3426650503	NQ27-14	H	LK		IC	42				V				HAGALAKE	Haga Lake	Haga Lake	HAGALAKE	Haga Lake	Haga Lake		2011-02-09	1,2,3,4,5,6,7				1993-09-01		
1	-2645676	-3653603	64.47827	-20.287212	64:28:42N	20:17:14W	27WWM3426650503	NQ27-14	H	LK		IC	42				N			Vatn	HAGAVATN	Hagavatn	Hagavatn	HAGAVATN	Hagavatn	Hagavatn		2011-02-09	1,2,3,4,5,6,7	1			1993-09-01		
1	-2641343	-3648801	64.216667	-20.35	64:13:00N	20:21:00W	27WWM3154621319	NQ27-14	H	LK		IC	42				N				ALFTATJORN	Álftatjörn	Alftatjorn	ALFTATJORN	Álftatjörn	Alftatjorn		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2653774	-3662561	64.314869	-20.365833	64:18:54N	20:21:57W	27WWM3066932255	NQ27-14	T	PK		IC	42				N				STORHOLL	Stórhóll	Storholl	STORHOLL	Stórhóll	Storholl		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2650440	-3658830	63.943712	-19.888152	63:56:37N	19:53:17W	27VWL5449091217	NP27-02	T	PK		IC	42				N				MIDHMORGUNSHNUKUR	Miðmorgunshnúkur	Midhmorgunshnukur	MIDHMORGUNSHNUKUR	Miðmorgunshnúkur	Midhmorgunshnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2651625	-3660162	63.97214	-19.812512	63:58:20N	19:48:45W	27VWL5813894451	NP27-02	T	PK		IC	42				N				RAUDHOLDUHNUKUR	Rauðölduhnúkur	Raudholduhnukur	RAUDHOLDUHNUKUR	Rauðölduhnúkur	Raudholduhnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2652377	-3661010	64.329508	-20.331136	64:19:46N	20:19:52W	27WWM3232933903	NQ27-14	T	PK		IC	42				N				SELHNUKUR	Selhnúkur	Selhnukur	SELHNUKUR	Selhnúkur	Selhnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648933	-3657194	63.916667	-19.5	63:55:00N	19:30:00W	27VWL7358288593	NP27-02	T	PK		IC	42				N				KRAKATINDUR	Krakatindur	Krakatindur	KRAKATINDUR	Krakatindur	Krakatindur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2648696	-3656928	63.819878	-19.734767	63:49:12N	19:44:05W	27VWL6228077560	NP27-02	T	PK		IC	42				N				KLOFNINGAR	Klofningar	Klofningar	KLOFNINGAR	Klofningar	Klofningar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2649815	-3658143	64.00095	-19.69206	64:00:03N	19:41:31W	27WWL6396997776	NQ27-14	T	PK		IC	42				N				LITLAHEKLA	Litlahekla	Litlahekla	LITLAHEKLA	Litlahekla	Litlahekla		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2646226	-3654203	63.647914	-19.798781	63:38:52N	19:47:56W	27VWL5949058340	NP27-02	T	PK		IC	42				N				HELLUHNUKUR	Helluhnúkur	Helluhnukur	HELLUHNUKUR	Helluhnúkur	Helluhnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2644315	-3652103	64.370373	-19.717843	64:22:13N	19:43:04W	27WWM6187838911	NQ27-14	T	PK		IC	42				N				FRAEGDHARVERSHNUKUR	Frægðarvershnúkur	Fraegdharvershnukur	FRAEGDHARVERSHNUKUR	Frægðarvershnúkur	Fraegdharvershnukur		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2645939	-3653886	63.662523	-19.507318	63:39:45N	19:30:26W	27VWL7388560272	NP27-02	T	PK		IC	42				N				HATINDAR	Hátindar	Hatindar	HATINDAR	Hátindar	Hatindar		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	-2643469	-3651164	63.772634	-19.514785	63:46:21N	19:30:53W	27VWL7323072530	NP27-02	T	PK		IC	42				N				EINBUI	Einbúi	Einbui	EINBUI	Einbúi	Einbui		2011-02-09	1,2,3,4,5	1			1993-09-01		
1	10704580	11452033	63.442982	-20.30725	63:26:35N	20:18:26W	27VWL3455635133	NP27-02	T	PK		IC	42				N			Tindur	BLATINDUR	Blátindur	Blatindur	BLATINDUR	Blátindur	Blatindur		2011-02-09	1,2,3,4,5	1			2010-03-11		
1	-2643249	-3650917	66.127388	-21.833546	66:07:39N	21:50:01W	27WVP6235834360	NQ27-05	T	MT		IC	44				N	isl			DRANGAVIKURFJALL	Drangavíkurfjall	Drangavikurfjall	DRANGAVIKURFJALL	Drangavíkurfjall	Drangavikurfjall		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644438	-3652238	65.716821	-22.705279	65:43:01N	22:42:19W	27WVN2175489408	NQ27-09	T	VAL		IC	44				N	isl			GAESADALUR	Gæsadalur	Gaesadalur	GAESADALUR	Gæsadalur	Gaesadalur		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644492	-3652299	65.833333	-22.683333	65:50:00N	22:41:00W	27WVP2310802364	NQ27-09	S	FRM		IC	44				N	isl			GALTARHRYGGUR	Galtarhryggur	Galtarhryggur	GALTARHRYGGUR	Galtarhryggur	Galtarhryggur		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644493	-3652300	66.183333	-21.733333	66:11:00N	21:44:00W	27WVP6695640539	NQ27-05	H	RF		IC	44				N	isl			GALTARSKER	Galtarsker	Galtarsker	GALTARSKER	Galtarsker	Galtarsker		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644551	-3652365	66.039325	-22.718393	66:02:22N	22:43:06W	27WVP2213625360	NQ27-05	P	PPL		IC	44				N	isl			GARDHSSTADHIR	Garðsstaðir	Gardhsstadhir	GARDHSSTADHIR	Garðsstaðir	Gardhsstadhir		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644552	-3652366	66.027138	-22.691867	66:01:38N	22:41:31W	27WVP2330123970	NQ27-05	T	HLL		IC	44				N	isl			GARDHSTADHAHALS	Garðstaðaháls	Gardhstadhahals	GARDHSTADHAHALS	Garðstaðaháls	Gardhstadhahals		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644589	-3652406	66.315104	-22.521534	66:18:54N	22:31:18W	27WVP3180155862	NQ27-05	S	RUIN		IC	44				N	isl			GAUTASTADHIR	Gautastaðir	Gautastadhir	GAUTASTADHIR	Gautastaðir	Gautastadhir		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644601	-3652419	65.719464	-22.189445	65:43:10N	22:11:22W	27WVN4542589158	NQ27-09	H	LK		IC	44				N	isl			GEDDUVATN	Gedduvatn	Gedduvatn	GEDDUVATN	Gedduvatn	Gedduvatn		2011-02-08	1,2,3,4,5	1			1993-09-01		
1	-2644632	-3652454	65.79205	-21.775733	65:47:31N	21:46:33W	27WVN6450696951	NQ27-10	S	FRM		IC	44				N	isl			GEIRMUNDARSTADHIR	Geirmundarstaðir	Geirmundarstadhir	GEIRMUNDARSTADHIR	Geirmundarstaðir	Geirmundarstadhir		2011-02-08	1,2,3,4,5	1			1993-09-01		
